Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--transformation_rate,transforms--electricity_consumption,transforms--electricity_production,transforms--co2_content,transforms--emission_rate,transforms--capture_rate,edges--origin_edge--commodity,edges--origin_edge--has_capacity,edges--origin_edge--can_expand,edges--origin_edge--start_vertex,edges--origin_edge--investment_cost,edges--origin_edge--fixed_om_cost,edges--origin_edge--variable_om_cost,edges--general_edge--commodity,edges--general_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--end_vertex
BiomassTransformation,BR_MT_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_MT,0,0,0,Residue,residue_BR_MT,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MS_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_MS,0,0,0,Residue,residue_BR_MS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MG_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_MG,0,0,0,Residue,residue_BR_MG,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PA_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_PA,0,0,0,Residue,residue_BR_PA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PB_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_PB,0,0,0,Residue,residue_BR_PB,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PR_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_PR,0,0,0,Residue,residue_BR_PR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PE_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_PE,0,0,0,Residue,residue_BR_PE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PI_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_PI,0,0,0,Residue,residue_BR_PI,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RJ_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_RJ,0,0,0,Residue,residue_BR_RJ,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RN_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_RN,0,0,0,Residue,residue_BR_RN,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RS_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_RS,0,0,0,Residue,residue_BR_RS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RO_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_RO,0,0,0,Residue,residue_BR_RO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RR_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_RR,0,0,0,Residue,residue_BR_RR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SC_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_SC,0,0,0,Residue,residue_BR_SC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SP_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_SP,0,0,0,Residue,residue_BR_SP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SE_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_SE,0,0,0,Residue,residue_BR_SE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_TO_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_TO,0,0,0,Residue,residue_BR_TO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
